FID,AREA,PERIMETER,HYDRO_POLY,HYDRO_PO_1,HYDRO_24K_,TYPE,HNAME,Shape_Leng,Shape_Area,ORIG_FID,POINT_X,POINT_Y
820,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608824.677662999950000,4214696.626360000100000
821,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608805.052794000020000,4214690.626720000100000
822,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608691.551609999970000,4214635.628309999600000
823,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608615.863588999960000,4214594.629520000000000
824,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608527.862970000020000,4214568.630769999700000
825,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608448.924964000010000,4214554.631719999900000
826,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608430.550002999950000,4214553.631950000300000
827,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608419.987331000040000,4214548.632480000100000
828,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608404.799903000010000,4214546.632199999900000
829,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608333.799192999960000,4214506.633440000000000
830,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608255.423686999940000,4214444.635169999700000
831,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608166.672853000000000,4214361.636830000200000
832,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608154.610037000030000,4214344.636880000100000
833,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608139.860259999990000,4214315.637310000100000
834,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608100.922133999990000,4214261.638840000100000
835,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608081.359439000020000,4214240.638930000400000
836,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,608021.108933000010000,4214189.640309999700000
837,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607949.045757999990000,4214120.641610000300000
838,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607927.858083000060000,4214097.642099999800000
839,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607899.295273000030000,4214076.643070000200000
840,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607872.232727000020000,4214052.643410000000000
841,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607838.919757000050000,4214032.643889999900000
842,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607808.731937999950000,4214009.644349999700000
843,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607692.356081999950000,4213938.646080000300000
844,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607648.668297000000000,4213909.647280000200000
845,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607607.917804999980000,4213875.647669999900000
846,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607429.791835000040000,4213760.650740000400000
847,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607393.416328000020000,4213740.651650000400000
848,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607355.728701999990000,4213715.651949999900000
849,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607292.165634999980000,4213685.653199999600000
850,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607198.352459999970000,4213625.654769999900000
851,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607165.101912999990000,4213609.655120000200000
852,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607137.977119000050000,4213599.655609999800000
853,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607109.226539999950000,4213579.655930000400000
854,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607075.851595000010000,4213562.656449999700000
855,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,607045.726295999950000,4213543.657209999900000
856,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606935.288147000010000,4213482.658850000200000
857,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606876.162421999960000,4213453.659930000100000
858,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606803.662269999970000,4213412.661249999900000
859,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606713.098865999960000,4213350.662619999600000
860,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606651.160641000020000,4213313.663590000000000
861,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606625.535348000000000,4213290.663900000000000
862,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606593.722535999960000,4213273.664450000000000
863,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606572.597749999960000,4213259.664690000000000
864,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606543.784895000050000,4213247.665489999600000
865,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606530.347186999980000,4213232.665790000000000
866,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606520.097472000050000,4213205.666469999600000
867,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606514.222007000000000,4213178.666410000100000
868,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606500.722147000020000,4213159.667050000300000
869,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606473.534295000020000,4213151.667340000200000
870,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606459.721864999970000,4213154.667030000100000
871,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606441.658779000050000,4213139.667240000300000
872,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606435.659147999950000,4213129.667759999600000
873,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606434.408823000030000,4213115.667799999900000
874,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606425.408971000000000,4213104.668279999900000
875,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606411.783930000030000,4213094.668480000500000
876,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606381.533746000030000,4213080.668870000200000
877,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606351.345876000010000,4213058.669270000400000
878,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606340.783233999970000,4213042.669630000400000
879,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606335.032932000000000,4213023.670040000200000
880,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606317.157876000040000,4212990.670579999700000
881,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606291.595602000020000,4212961.671120000100000
882,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606257.095031999980000,4212929.671900000400000
883,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606199.656889999980000,4212894.673000000400000
884,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606184.469338999940000,4212891.672709999600000
885,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606161.719044000030000,4212882.673179999900000
886,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606155.906685999940000,4212860.673980000400000
887,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606165.281408000040000,4212838.673779999800000
888,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,606003.655615999950000,4212728.676740000000000
889,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605996.030406999980000,4212739.676319999600000
890,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605989.905360999980000,4212741.676760000200000
891,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605973.155120000010000,4212740.677020000300000
892,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605956.217564000050000,4212747.676640000200000
893,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605948.592721999970000,4212746.676980000000000
894,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605940.967534000050000,4212751.677140000300000
895,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605934.842532000040000,4212752.677000000100000
896,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605919.717418999990000,4212742.677419999600000
897,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605918.530029000020000,4212718.677609999700000
898,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605745.091377999980000,4212695.679750000100000
899,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605745.091328999960000,4212702.679490000000000
900,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605741.903691999960000,4212711.679429999600000
901,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605735.653582000060000,4212717.679569999700000
902,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605722.091263000040000,4212713.679530000300000
903,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605713.091231000030000,4212701.680049999600000
904,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605710.090809999970000,4212700.680089999900000
905,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605702.653574000000000,4212686.680270000400000
906,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605686.153280999980000,4212664.680639999900000
907,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605675.840818000030000,4212635.680610000200000
908,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605656.340557000020000,4212606.681649999700000
909,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605642.903171999960000,4212596.681839999700000
910,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605627.653021999980000,4212589.682230000400000
911,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605607.902403000040000,4212587.681939999600000
912,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605585.152598000020000,4212578.682350000400000
913,73544304.000000000000000,1033340.000000000000000,791,797,798,MR,SACRAMENTO RIVER,2.448454165060000,0.003476418248070,0,605562.464781000050000,4212565.682839999900000
